Date,Random_Number,Category,Text,Trend_Variable
2020-02-01,879.6965823994219,A,Dolor,100
2020-09-28,802.1711039983662,E,Amet,69
2020-06-08,737.4628854035755,C,Ipsum,56
2021-07-31,627.346902972552,E,Lorem,91
2020-12-04,136.3824367708859,B,Sit,-48
2020-12-06,600.9027701880523,C,Dolor,49
2020-01-16,945.8749268067401,B,Dolor,-1
2022-07-10,905.7418960542003,C,Amet,-62
2020-12-24,689.3345654437428,B,Ipsum,-98
2022-07-24,863.0489703008158,C,Amet,-58
2021-04-21,280.1190023466789,B,Amet,-57
2022-01-29,589.1602992281381,E,Amet,-73
2022-09-06,457.11412329744417,D,Dolor,34
2021-01-12,882.2496923095284,A,Amet,-16
2020-10-17,890.9177400807748,A,Ipsum,-81
2020-02-17,935.7640861800786,A,Lorem,44
2020-10-10,511.7774995409321,D,Sit,-50
2022-01-27,761.3406337049116,A,Sit,22
2020-12-02,205.59219185042156,C,Lorem,-71
2020-02-12,786.9789355405841,E,Sit,90
2020-10-09,74.4821074522627,B,Ipsum,-11
2020-11-21,3.1545189580052257,D,Lorem,64
2020-10-26,791.5953190956355,B,Dolor,92
2022-07-26,576.9197859176483,B,Amet,-2
2021-02-03,558.6074188457742,C,Sit,-58
2021-06-08,303.9756423998694,E,Sit,67
2020-10-25,242.9630895895105,C,Sit,-89
2022-05-05,255.43464518117875,D,Sit,81
2021-08-01,312.9464999357855,B,Amet,-54
2021-10-24,533.8356464529462,B,Sit,42
2021-09-23,184.7258650007827,B,Amet,-48
2021-05-12,998.947081196612,A,Sit,81
2022-08-10,834.2676515403457,A,Amet,-25
2021-12-28,201.81115062632327,B,Ipsum,-37
2020-02-01,452.43299382040504,D,Lorem,-52
2021-01-29,5.122952443965323,A,Amet,-28
2022-05-17,248.60108864041564,E,Ipsum,-53
2020-09-03,750.3506869868952,D,Lorem,-89
2021-03-11,737.4185921075078,E,Ipsum,5
2020-07-28,261.3225535757232,B,Ipsum,-25
2020-05-21,606.6408356064965,E,Ipsum,40
2021-12-07,801.9236089770694,A,Ipsum,34
2020-09-11,233.13960747800812,E,Ipsum,7
2020-05-24,248.3174368895219,B,Dolor,-15
2020-10-16,531.9006998985295,C,Sit,-98
2020-12-18,659.0161567402122,E,Dolor,43
2020-09-16,261.00261949749836,D,Ipsum,75
2020-12-21,31.063236047114472,A,Amet,-67
2020-02-28,991.6991290958533,A,Ipsum,74
2020-07-11,903.5632867184188,E,Amet,27
2020-11-21,963.0552237509738,D,Amet,83
2020-04-17,508.91341079183206,A,Lorem,74
2020-05-17,758.7193840546155,A,Dolor,-3
2021-10-26,308.4228345660979,C,Amet,66
2021-12-25,69.5930193329305,C,Lorem,93
2020-06-10,549.7201335302259,D,Ipsum,81
2021-02-08,753.7190147553217,A,Lorem,-75
2022-08-10,614.6926166922984,D,Ipsum,6
2020-03-19,27.907657414892206,C,Ipsum,-88
2020-01-16,76.62019800382602,A,Amet,34
2022-01-21,131.478270834259,A,Ipsum,-31
2022-03-13,577.4768663684404,B,Ipsum,16
2022-08-25,185.31267536360818,C,Lorem,44
2021-12-21,288.93301067560196,E,Ipsum,70
2021-02-24,402.2565092732765,C,Dolor,23
2022-02-20,841.0832493967907,B,Sit,25
2022-03-04,597.4539305782358,C,Sit,60
2021-07-23,483.52370411427205,A,Ipsum,98
2021-06-09,107.53193228403535,B,Amet,-14
2022-07-24,695.2137120596253,E,Dolor,66
2020-01-10,929.3573294345931,B,Ipsum,78
2022-07-30,565.2389207626968,B,Amet,54
2020-10-05,937.4050402876913,A,Dolor,86
2021-02-08,601.4145906583378,C,Sit,9
2020-04-25,531.2297047481738,E,Sit,44
2021-04-21,937.5308864347521,B,Amet,-7
2021-02-20,953.1634739863786,B,Dolor,0
2021-07-21,189.75545624526612,E,Lorem,59
2020-11-17,521.4966124120758,B,Sit,-45
2022-08-21,461.74603301400094,B,Lorem,74
2021-03-11,812.6095699419482,B,Ipsum,69
2021-08-10,922.8321251018972,A,Lorem,-36
2020-09-21,522.7870174658826,A,Amet,-12
2020-07-09,631.3444997982822,B,Amet,-22
2020-07-01,905.9432043941034,B,Sit,-1
2021-04-17,86.33953429529207,E,Ipsum,97
2020-06-22,148.70798336366698,D,Lorem,-92
2022-06-04,170.31173161074963,A,Lorem,46
2021-04-03,445.96864624262236,E,Sit,31
2021-07-02,542.5951936888125,C,Dolor,4
2020-09-04,235.3606672975659,B,Ipsum,-14
2020-09-02,811.6652854028987,C,Amet,-58
2020-01-18,233.3844769808827,C,Amet,-16
2022-06-25,327.5683256827638,C,Dolor,-68
2020-02-25,683.2740786614933,A,Sit,-40
2020-05-30,792.279934820734,A,Sit,86
2020-03-13,495.8489829092191,D,Amet,22
2022-05-11,171.4590797253208,A,Amet,40
2020-06-28,498.9835401855133,C,Sit,-36
2020-04-22,27.911995526115007,C,Amet,60
2020-08-21,222.97605394716558,A,Lorem,87
2022-09-10,8.25380798809283,B,Lorem,0
2021-11-30,465.9652885557415,A,Sit,88
2022-06-09,639.6345368415476,E,Amet,-59
2020-04-30,210.20710834676103,E,Ipsum,-66
2022-03-10,728.2122761511893,D,Amet,-52
2021-06-20,26.724027900722703,D,Dolor,48
2021-06-01,431.51440671812355,B,Amet,-35
2021-02-12,510.404342251799,D,Amet,-35
2020-03-15,456.57604863030554,C,Amet,36
2022-06-13,687.2907082924386,C,Amet,38
2020-10-13,789.0796402211348,D,Ipsum,57
2022-07-14,768.6386587317362,A,Dolor,44
2022-01-26,629.8784145950884,D,Ipsum,-55
2020-05-20,259.42906654436035,E,Ipsum,-55
2021-10-22,848.6010174447681,B,Ipsum,77
2021-09-01,432.7368883231569,E,Sit,-31
2020-12-02,90.54856487747665,D,Ipsum,98
2020-10-12,103.54645356058623,B,Dolor,73
2020-07-31,167.80196597034512,B,Dolor,-33
2021-12-04,312.6087691735293,B,Dolor,-26
2021-03-22,118.96907696297,D,Ipsum,-12
2020-05-06,341.57575587899237,E,Sit,-15
2020-05-28,661.1133435232939,A,Ipsum,95
2021-08-25,309.32547867071247,E,Dolor,88
2021-05-13,271.6506004788943,B,Sit,5
2021-02-03,597.6415365664615,A,Ipsum,-47
2021-11-11,888.0951676574119,B,Sit,4
2020-09-22,742.7334590724043,E,Amet,-35
2022-02-04,739.1654099044607,A,Dolor,-3
2021-09-26,751.5830288820918,D,Lorem,-10
2021-12-18,621.0372046156702,D,Dolor,-71
2022-07-25,292.51483530180286,A,Amet,-79
2022-04-18,393.98069006928904,E,Ipsum,23
2022-05-06,237.9055635248869,C,Lorem,-9
2021-03-12,244.87486522535428,D,Dolor,34
2021-12-19,67.02214416324259,C,Sit,54
2022-07-25,625.1443636304646,B,Dolor,52
2022-02-13,940.2095671598884,B,Amet,48
2021-08-28,484.7623382898436,D,Amet,44
2022-07-03,651.232306829142,C,Lorem,53
2022-02-08,494.5423169333978,E,Ipsum,-95
2020-03-04,282.19961564959084,A,Amet,42
2020-12-23,525.9974100884059,C,Amet,97
2020-02-08,944.5067107107419,E,Amet,61
2020-03-19,526.5037511324981,B,Dolor,-80
2020-07-20,662.9743215886283,E,Sit,45
2020-05-24,38.647580748919495,C,Sit,60
2020-01-23,17.856149417904476,B,Amet,10
2021-02-07,63.59986320273414,E,Ipsum,-3
2020-11-06,4.942084535273117,B,Sit,24
2020-01-28,70.8450047133663,D,Amet,53
2021-04-20,914.1518815073845,C,Dolor,24
2020-04-08,367.8719575594546,C,Ipsum,-58
2020-03-29,549.6151976933329,B,Ipsum,-9
2021-12-24,788.9364185752115,D,Amet,-92
2021-02-11,509.723734675099,E,Lorem,24
2022-08-17,793.1697596329874,A,Lorem,98
2022-01-11,411.53157319229996,A,Amet,0
2021-06-21,578.3603126261632,C,Ipsum,-30
2020-09-05,64.51499282132144,B,Lorem,-91
2022-02-20,900.1954383366989,B,Lorem,-90
2021-07-20,240.75226563402262,A,Amet,48
2021-02-21,670.0608253635967,D,Lorem,42
2020-09-22,32.0010397499142,C,Dolor,41
2022-03-18,402.82800306044675,C,Ipsum,-80
2022-04-30,793.8267704137675,E,Sit,-45
2020-08-24,347.8449163737527,B,Amet,-92
2021-02-08,221.04327171604254,A,Dolor,-18
2020-09-23,327.3216204197903,A,Dolor,85
2020-10-02,771.8654982062096,E,Ipsum,68
2020-04-19,923.2312681079759,E,Sit,-66
2022-08-01,304.6338161889276,C,Lorem,90
2020-04-28,206.47953661894636,D,Amet,4
2022-08-05,505.21207422545945,E,Sit,-78
2020-05-17,102.54233816749858,E,Ipsum,98
2022-04-22,45.24709159329055,A,Dolor,-31
2022-05-14,35.48861805041348,D,Amet,-54
2022-02-17,420.3293691609715,D,Dolor,22
2022-08-28,295.6654241040633,D,Ipsum,69
2020-11-20,384.3420946135404,B,Sit,-41
2022-02-21,980.0905946393748,C,Lorem,-80
2021-02-20,842.6791278013029,B,Ipsum,-44
2020-08-11,789.9983401820784,D,Lorem,42
2022-03-12,142.276886989681,A,Lorem,-79
2021-10-29,293.13588432514047,A,Amet,85
2020-04-18,827.6852248027017,A,Sit,60
2020-12-09,89.97338731959093,C,Ipsum,-69
2021-12-11,597.6594095778479,A,Sit,-90
2022-05-07,488.1224748716485,D,Dolor,0
2021-12-10,113.89685091927359,D,Dolor,86
2020-02-10,670.1103288092427,C,Sit,52
2020-03-29,670.3203369898279,A,Lorem,54
2021-10-28,850.3314079489962,B,Sit,-2
2021-06-21,343.1057290211903,D,Dolor,59
2022-07-06,570.468677041558,D,Ipsum,57
2020-04-10,5.974703663512271,E,Lorem,84
2022-01-18,673.5361471945744,A,Amet,-63
2022-03-24,3.696685853446513,D,Dolor,-45
2021-04-18,84.49653452913142,C,Sit,99
2020-08-22,430.665523260216,B,Lorem,3
2020-11-05,602.3882160418301,B,Dolor,-96
2021-04-12,482.215880739702,B,Dolor,46
2020-11-04,867.0813570361507,D,Dolor,-31
2021-10-16,450.0214422504174,C,Sit,53
2022-07-27,614.805078385223,B,Amet,-85
2020-01-23,393.24153275172915,E,Amet,50
2021-10-10,664.1092892134327,A,Ipsum,22
2022-04-27,70.79145370979478,C,Ipsum,78
2020-03-06,94.41385255647982,D,Dolor,-69
2020-12-18,160.21253126761857,B,Amet,44
2022-01-01,220.31323317340602,D,Dolor,41
2021-01-29,794.7447308404508,E,Ipsum,41
2020-09-08,449.8082502043047,C,Lorem,80
2020-08-31,612.9645636721266,A,Sit,37
2022-05-06,323.70686511428727,B,Sit,-93
2020-05-05,972.3260868359904,E,Ipsum,55
2021-08-09,312.230721885963,A,Dolor,-78
2020-04-24,848.2028863713892,B,Lorem,73
2022-04-21,127.18536076867926,A,Dolor,71
2020-03-11,106.5415715388045,C,Sit,-67
2021-11-25,528.7093987364842,C,Sit,-99
2022-06-19,983.2607371096378,D,Lorem,50
2021-03-03,863.7905005473315,B,Ipsum,60
2021-10-23,784.9371959304223,C,Ipsum,59
2020-04-06,262.2489631803333,D,Lorem,-4
2021-03-03,718.7696321670537,D,Ipsum,-56
2020-09-29,570.402366376425,C,Amet,-23
2022-05-08,82.3401843291186,A,Dolor,-11
2021-06-16,624.471007795816,C,Lorem,-18
2020-07-26,78.40399876561655,E,Ipsum,-90
2020-11-30,888.1079433131019,A,Amet,22
2022-04-18,439.86487033004374,C,Ipsum,-22
2021-04-09,785.1441495914863,D,Dolor,84
2022-02-08,444.79407843100626,C,Ipsum,-30
2022-08-31,573.3583395084681,B,Amet,-7
2021-04-05,231.61914589693322,A,Dolor,55
2021-11-04,817.8462561323605,A,Sit,57
2020-06-13,855.7418390873937,D,Amet,95
2020-08-09,371.569860282295,A,Sit,-66
2020-10-28,319.4706942223258,A,Dolor,98
2021-03-03,155.91244505583234,D,Lorem,84
2021-05-08,285.1595554918761,C,Sit,71
2022-09-18,238.19380567590431,D,Sit,100
2020-06-07,678.3444821406604,C,Ipsum,-59
2021-10-24,352.18884481730515,A,Dolor,-3
2022-06-08,735.8001757737243,C,Ipsum,-10
2021-07-09,82.57631774882024,B,Ipsum,-91
2020-05-17,984.3313399948977,C,Amet,79
2020-06-28,437.83636975906205,E,Sit,-54
2020-04-25,68.76499935651171,B,Sit,-28
2021-06-16,20.348815440165204,E,Amet,-36
2022-05-09,203.76098336356463,E,Sit,-83
2021-06-24,760.9379072441965,C,Sit,-54
2021-06-18,98.36037025809696,D,Dolor,98
2022-09-11,14.04450211835262,A,Dolor,60
2021-02-25,784.5928141622446,A,Lorem,-90
2020-02-07,38.048500570290635,A,Dolor,-55
2020-11-27,351.250650464392,B,Lorem,-61
2021-11-19,140.33780148600593,B,Sit,-74
2021-02-09,347.00604412432335,B,Dolor,-84
2022-03-11,622.5936690852735,C,Ipsum,41
2021-10-09,364.5393992669733,E,Ipsum,-36
2021-03-16,451.85617663363166,D,Lorem,-63
2020-10-28,935.7437121572754,A,Sit,-95
2020-05-16,18.667625705607204,E,Amet,27
2022-08-07,404.20587064193904,D,Sit,32
2021-09-01,818.4829641944773,A,Amet,-25
2020-02-15,362.22281828481374,C,Dolor,-72
2021-09-02,345.23739388842836,E,Sit,33
2021-11-29,713.7606896401338,B,Amet,-8
2022-03-03,632.6651662760386,A,Ipsum,-42
2021-07-19,23.169951108702346,A,Sit,80
2022-04-05,256.53666332518134,B,Amet,-45
2020-08-08,397.6402330373636,E,Ipsum,-63
2021-03-30,437.54444134717676,C,Dolor,-63
2021-08-11,376.6173193680646,B,Sit,-11
2022-06-18,746.7407273271062,E,Lorem,-14
2020-07-22,224.0856089817701,B,Sit,5
2020-10-07,819.4450264568586,C,Sit,-2
2020-08-01,688.1145920539573,E,Sit,90
2021-02-13,297.38471420253086,D,Amet,-66
2021-03-01,166.36551275489865,B,Amet,-64
2020-10-07,914.6029507262405,B,Amet,14
2020-09-08,301.71688194762123,A,Sit,-68
2021-05-20,231.4296159538043,C,Ipsum,19
2021-09-23,565.255787685073,A,Lorem,57
2022-06-30,732.8840192663715,A,Dolor,-48
2020-01-08,461.98270029279144,B,Lorem,-35
2020-09-30,452.2315463162224,D,Ipsum,27
2020-12-23,105.89639493439218,C,Sit,28
2020-11-22,843.5538097033844,E,Dolor,-56
2020-11-13,61.973719055186336,B,Ipsum,30
2022-05-19,417.2310851360513,E,Amet,-29
2021-08-15,35.802933793883994,A,Dolor,41
2021-12-30,98.5789654751832,D,Lorem,58
2020-10-25,511.7159119824243,B,Dolor,-89
2021-09-29,787.106940304953,A,Dolor,57
2020-02-02,617.1986790051964,C,Sit,7
2022-06-18,129.76926625606856,A,Amet,46
2021-09-09,625.4720270435714,C,Sit,-18
2020-07-16,978.7239079640829,B,Amet,-92
2022-04-14,81.78305930695396,E,Lorem,54
2020-06-25,522.8430513550342,D,Sit,-26
2020-10-02,543.1609659182843,A,Ipsum,28
2022-08-26,814.8034018540452,C,Amet,-23
2021-10-25,669.4523696301147,D,Dolor,47
2022-09-09,979.9654272610146,C,Dolor,29
2020-05-06,704.2359521179083,E,Sit,-25
2020-10-10,622.5819870988147,D,Amet,-64
2020-03-23,537.8039627670908,D,Ipsum,12
2021-09-06,529.1199594874408,C,Lorem,-68
2021-04-13,197.44017979171414,D,Sit,-68
2021-06-20,151.7510207228413,E,Sit,-62
2020-04-13,149.14562556555165,E,Sit,10
2020-08-04,223.71533979497727,A,Dolor,-68
2020-01-14,599.322306226028,A,Dolor,-3
2022-09-12,929.4585549049943,C,Amet,39
2020-10-25,532.1327550048051,E,Ipsum,-98
2020-06-22,886.1513209003676,B,Lorem,-2
2020-10-14,360.77905376168405,C,Sit,85
2021-04-07,166.63960971503755,C,Amet,-28
2020-10-04,249.16067385584518,A,Sit,-43
2021-03-27,74.68700586656252,C,Amet,-94
2021-12-08,300.60144467798756,E,Ipsum,72
2022-08-29,764.0059433540057,D,Dolor,77
2022-06-30,304.45539196656057,E,Amet,37
2022-01-24,629.5704791673228,E,Ipsum,-42
2021-07-17,269.7902829442448,C,Sit,-79
2020-05-31,60.39424327900489,C,Ipsum,87
2020-08-19,289.3925574980839,A,Ipsum,89
2020-06-10,900.5359099442061,D,Lorem,52
2022-03-26,742.7937369323213,A,Lorem,-83
2021-05-01,238.00948453977367,E,Amet,95
2020-05-19,970.7331762780597,D,Amet,68
2021-04-25,290.78343881065604,E,Dolor,53
2022-06-29,408.0968557353685,B,Amet,76
2022-04-02,345.56689457256596,A,Amet,-26
2020-08-19,29.66365287943329,B,Sit,-65
2022-01-29,406.73217044020925,B,Amet,10
2022-04-29,302.57856464127156,D,Ipsum,-70
2020-11-24,917.5293457728661,C,Lorem,-30
2020-11-16,587.8844458252493,A,Dolor,-18
2020-07-23,1.3838009634593584,A,Amet,-30
2020-08-27,506.97250177197174,A,Lorem,-79
2022-06-18,508.16836367307906,C,Amet,74
2022-08-13,543.2895837622564,C,Lorem,-40
2020-03-13,727.098397464182,B,Dolor,48
2021-05-06,347.70950031016304,E,Dolor,89
2021-02-16,591.131105704995,B,Sit,9
2020-02-09,597.7938242767943,B,Amet,46
2020-05-20,666.867690668523,B,Ipsum,10
2022-05-04,904.9444127511515,B,Ipsum,25
2022-05-23,150.92309906358457,B,Sit,-23
2021-08-17,800.3082468203212,A,Sit,-24
2021-06-28,239.85379156300513,B,Amet,30
2020-11-22,662.6330777392761,E,Ipsum,11
2020-10-29,165.74221877951268,D,Amet,26
2021-08-16,984.3261775374011,B,Ipsum,23
2020-04-08,369.99905664447374,C,Amet,34
2021-03-10,841.8085193464491,C,Dolor,-58
2021-09-05,99.15847082141727,D,Ipsum,66
2021-05-03,930.836193698964,E,Amet,-82
2020-01-19,459.3955940102538,A,Amet,6
2021-04-11,209.89682763232852,C,Dolor,87
2021-03-06,644.2170067007679,B,Sit,85
2020-02-10,129.51123210791314,C,Ipsum,71
2020-08-24,355.69216721550777,E,Dolor,-85
2021-01-17,172.31879435692431,A,Amet,-20
2021-07-23,473.58646498980085,A,Dolor,-58
2020-10-08,511.87252393658156,D,Ipsum,-56
2022-03-24,958.1593437037642,E,Dolor,-11
2021-05-07,602.7419398904701,E,Ipsum,66
2022-01-20,504.4029646801587,C,Amet,73
2020-03-03,887.1093891518759,D,Ipsum,55
2022-03-17,209.40585732324223,E,Dolor,-1
2020-12-08,247.78336258492973,B,Dolor,-71
2021-02-04,64.83146488388469,D,Amet,67
2021-03-09,52.44809830708319,E,Lorem,4
2021-07-03,352.3646531304412,B,Amet,-33
2021-04-10,396.89627361081983,D,Dolor,-11
2022-02-10,536.4432310643539,D,Lorem,35
2022-01-06,760.9929719003303,C,Dolor,-6
2021-09-25,971.4868427798244,B,Sit,-78
2020-10-03,271.69257711197713,C,Sit,100
2022-01-21,300.5329709155319,C,Sit,-93
2020-08-09,685.0990531381407,A,Ipsum,96
2020-12-08,846.6047561727726,A,Dolor,-67
2020-12-13,992.5443133117644,D,Amet,-65
2020-02-26,963.748227825087,B,Dolor,32
2021-02-16,732.5228974690642,D,Dolor,-82
2021-03-29,404.4112072110534,B,Amet,62
2020-03-04,83.93347989341792,E,Amet,92
2020-04-28,710.649411487789,E,Ipsum,-3
2021-06-27,203.92441797670068,E,Amet,-19
2020-08-19,434.09570813388365,C,Lorem,-56
2020-09-26,182.83123967795268,E,Sit,45
2022-09-16,411.39015760993726,A,Dolor,-78
2021-11-24,971.5476135467142,E,Dolor,-19
2020-11-19,588.6048881200713,B,Amet,-65
2020-03-18,24.967961097410285,A,Sit,-69
2022-02-19,838.894254150108,D,Amet,53
2022-09-09,259.51504610066365,D,Sit,49
2020-10-22,463.6183484398656,C,Lorem,-83
2021-09-05,451.07097970804546,E,Lorem,71
2021-02-13,317.98914388882105,C,Ipsum,-67
2021-02-27,138.5453420011793,C,Dolor,83
2021-11-28,821.2103228935167,D,Amet,-39
2022-07-14,8.660927783257666,D,Ipsum,75
2021-03-23,411.196932983083,C,Lorem,-5
2022-04-06,986.9771303601335,E,Lorem,-10
2022-05-08,268.0396919996388,C,Dolor,-95
2020-06-17,380.59457857503907,E,Amet,83
2021-10-09,26.05370314378719,E,Amet,61
2021-12-05,885.1596012052488,D,Lorem,46
2021-03-07,174.9174942551055,B,Sit,-41
2020-08-26,157.40095317478432,E,Dolor,24
2020-11-20,828.4344984687729,D,Dolor,20
2020-12-15,278.91902224195087,A,Ipsum,50
2021-06-12,149.234759119766,C,Ipsum,52
2022-04-13,401.40499200745427,B,Amet,-79
2021-09-22,680.676955839783,B,Sit,-10
2021-11-23,285.0402903993602,B,Sit,32
2020-07-28,52.375783083937534,A,Lorem,55
2020-10-16,872.0749453434993,E,Amet,29
2020-02-29,186.52338403776082,D,Ipsum,-78
2022-05-05,908.0966559341502,D,Lorem,95
2021-07-21,881.5995956370431,B,Ipsum,92
2020-11-11,985.0048481502681,E,Lorem,28
2020-11-29,886.0469520626407,A,Lorem,-60
2022-01-19,842.0214212942712,B,Lorem,92
2021-09-06,290.78602252912776,D,Dolor,-64
2021-07-18,270.73602533651996,E,Lorem,-36
2022-09-23,261.88231499699833,B,Sit,-60
2020-04-13,669.4872972590045,C,Amet,49
2022-08-12,456.3934214110642,B,Ipsum,30
2022-04-24,722.7135063017301,E,Sit,16
2021-09-30,60.86307465881047,A,Sit,-60
2021-05-23,914.0230448236896,A,Dolor,-70
2020-08-13,56.27510265395086,C,Sit,3
2022-01-24,722.5403795661404,E,Lorem,-96
2021-11-14,598.8507878388372,B,Dolor,-64
2021-03-05,573.1733786396338,B,Ipsum,21
2020-02-28,800.7936858742856,A,Lorem,15
2021-09-28,700.0712484324317,A,Amet,46
2022-06-21,81.54676432591957,B,Sit,66
2020-08-13,214.9601828267319,E,Amet,62
2022-03-06,274.9000955759365,E,Lorem,-91
2020-07-20,347.48666647548964,B,Amet,-96
2020-04-17,432.70970887141203,A,Amet,92
2022-02-20,421.16146899805926,B,Ipsum,-57
2020-12-04,800.4020531603786,A,Ipsum,-71
2022-02-21,156.98779023887477,A,Sit,9
2021-05-13,866.171233701997,C,Ipsum,28
2020-03-09,606.7636140089724,B,Amet,86
2022-02-02,806.549727500195,B,Amet,-78
2020-10-02,850.9075676544516,A,Amet,93
2020-11-23,360.4601543021216,C,Sit,-98
2021-07-26,726.3687991898462,A,Sit,3
2022-08-14,193.89561353676555,B,Amet,29
2020-05-12,443.42905904852915,D,Lorem,67
2022-03-13,45.44372114493844,D,Ipsum,-100
2021-03-10,912.2998005237264,A,Amet,-7
2020-11-29,304.16282349732904,C,Amet,-71
2022-03-25,307.3959078008478,A,Dolor,-42
2020-02-23,58.50125883737256,E,Sit,33
2021-01-31,108.37036792999055,A,Sit,25
2021-06-27,6.804239412616986,A,Sit,-57
2020-12-18,710.2823026441858,C,Dolor,80
2020-06-13,408.1423802094322,A,Sit,41
2021-06-08,575.715643944298,D,Lorem,-55
2021-10-09,424.1096477617992,E,Dolor,86
2021-01-10,491.524589982106,B,Ipsum,35
2021-03-03,390.42333284118314,E,Amet,3
2021-12-13,299.85418229209546,D,Dolor,99
2021-10-06,832.5458359462959,E,Sit,54
2021-10-09,765.4217811920926,E,Amet,-99
2022-07-04,636.4970521224604,B,Amet,-69
2021-07-04,874.9508765006733,E,Sit,76
2020-11-04,531.2740842895068,E,Ipsum,62
2021-11-20,480.53007379739455,D,Amet,-87
2020-08-06,209.2826012435669,B,Amet,-53
2022-08-18,754.4849369332146,B,Lorem,-96
2021-05-16,384.16301947065756,B,Ipsum,-16
2020-04-13,147.10084108023025,E,Dolor,94
2020-05-23,991.1887372972783,C,Lorem,95
2022-05-03,707.5751491890945,E,Lorem,-33
2020-01-08,709.2860376522921,A,Sit,46
2022-04-13,43.1297097655784,D,Dolor,-25
2021-02-24,671.8244612553633,E,Ipsum,61
2022-09-18,469.14353295858615,D,Amet,-63
2021-04-08,993.6340851098245,A,Lorem,-81
2022-07-11,243.38256999577723,D,Sit,-1
2020-05-08,993.2640615216711,E,Sit,-30
2020-08-09,206.53232319702863,D,Ipsum,-52
2021-09-18,241.33743475101454,B,Dolor,-78
2021-12-19,536.9812988922423,D,Lorem,25
2022-07-07,893.5757222837556,E,Ipsum,6
2021-09-15,135.26935087474922,D,Ipsum,7
2020-12-11,231.19443738530455,E,Lorem,-89
2021-04-26,369.6655250281139,A,Sit,-100
2022-03-09,702.1973698900265,A,Amet,53
2021-11-06,225.6806601504865,E,Sit,-35
2020-03-17,961.6887069733556,A,Amet,98
2022-08-20,107.21037350694151,D,Lorem,-43
2021-07-21,144.17622461899094,E,Lorem,-29
2021-08-04,938.5645062714528,C,Sit,-44
2022-09-17,450.1800086278709,C,Sit,23
2022-06-09,418.537965279297,D,Amet,-18
2020-08-11,401.9242191743273,B,Ipsum,-11
2020-03-25,973.9823221120729,E,Lorem,-43
2022-02-15,785.9663539291337,A,Lorem,46
2021-03-18,272.2498652555453,D,Amet,-15
2020-10-15,911.2017593846401,E,Ipsum,-18
2022-04-02,285.9468386357098,D,Ipsum,-93
2022-05-07,365.8670314692659,B,Dolor,33
2020-10-23,922.4774790206201,C,Lorem,-97
2021-02-23,20.682370738920987,B,Dolor,-99
2021-09-06,608.1839020587886,B,Dolor,-99
2022-03-28,389.74627032933927,D,Lorem,7
2020-03-29,71.2017496833236,E,Dolor,13
2020-01-05,999.8282476742112,C,Sit,-8
2021-06-03,154.35668380266608,C,Ipsum,-99
2020-07-08,663.1780842824033,E,Ipsum,-90
2020-01-25,260.7705805557704,A,Lorem,-4
2021-08-07,846.5370832630575,A,Amet,83
2021-09-20,146.0487177478431,D,Dolor,67
2021-10-12,630.8666311506503,C,Sit,93
2022-07-24,125.88275119147563,C,Amet,-3
2020-08-17,645.8645428170812,C,Dolor,-98
2021-08-26,131.52933650054334,E,Lorem,-41
2020-05-12,182.6513623378856,E,Lorem,-23
2022-03-26,126.17817939110321,A,Sit,76
2020-01-07,450.0093326777439,A,Amet,-100
2020-06-06,207.37640493542864,B,Dolor,-73
2020-12-09,928.7214911521305,C,Amet,49
2022-08-13,810.706080755143,B,Lorem,77
2020-04-21,496.99560777311115,C,Lorem,45
2021-03-08,416.8263566311311,D,Ipsum,-16
2022-02-08,535.5840384096942,E,Amet,87
2020-01-02,124.45526744656732,D,Lorem,23
2020-03-22,196.16603979887347,D,Amet,96
2021-06-16,343.03638166071414,A,Amet,82
2020-07-22,610.2489470177494,B,Amet,-44
2021-08-30,535.2290489403309,D,Ipsum,62
2020-09-25,115.83917203524008,E,Sit,-33
2021-05-19,59.59411344985899,B,Dolor,-41
2022-04-09,389.8242828128278,C,Amet,-39
2022-04-13,18.454128681050452,C,Lorem,13
2022-01-25,851.890319990944,C,Dolor,-81
2020-02-20,773.2762829276311,A,Dolor,-8
2022-03-15,127.61084452941995,A,Ipsum,92
2020-05-27,28.794763622905005,E,Dolor,-71
2021-11-16,855.0859290756467,A,Amet,-77
2022-05-05,919.1443555334471,D,Sit,-95
2021-06-06,194.6177834365016,A,Amet,51
2020-10-12,349.26062369538147,A,Amet,-26
2021-05-07,652.8532254961841,D,Lorem,-2
2020-06-14,391.584159145399,D,Amet,-91
2022-01-30,913.0817336111949,E,Lorem,56
2020-11-20,33.11188641927754,A,Ipsum,-36
2020-05-13,523.8123336845963,A,Dolor,-55
2020-10-08,118.22675247792458,C,Ipsum,43
2022-07-23,49.14533836454116,E,Sit,1
2021-08-21,409.3180497361666,D,Amet,0
2022-03-13,962.5526965045274,D,Dolor,-94
2020-07-15,904.4160097815445,E,Sit,-56
2020-09-11,914.0321237951904,D,Lorem,73
2022-04-04,418.81220992333954,C,Sit,-87
2022-06-04,246.38679826428555,E,Lorem,31
2021-04-02,620.0584230447417,C,Sit,-29
2020-02-23,138.70892238936284,A,Ipsum,49
2020-01-31,629.4987323793242,C,Ipsum,-91
2020-02-27,518.1933569184359,A,Dolor,-48
2022-04-25,701.3184559497353,B,Sit,4
2020-08-23,702.8451051777013,D,Sit,80
2021-02-25,191.64246343842228,A,Sit,47
